ROLL-NO,CAT,027,030,034,037,041,042,043,044,048,054,055,064,065,066,083,241,301,802,806,812,834
14759561,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759562,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759563,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,...
14759564,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759565,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759566,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759567,F,...,...,...,...,041,042,043,044,048,...,...,...,...,...,...,...,301,...,...,...,...
14759568,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759569,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759570,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759571,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759572,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,...
14759573,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759574,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,...
14759575,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759576,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759577,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759578,F,...,...,...,...,041,042,043,044,048,...,...,...,...,...,...,...,301,...,...,...,...
14759579,F,...,...,...,...,041,042,043,044,...,...,...,...,...,...,...,...,301,...,...,...,834
14759580,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
ROLL-NO,CAT,027,030,034,037,041,042,043,044,048,054,055,064,065,066,083,241,301,802,806,812,834
14759581,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759582,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759583,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,...
14759584,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759585,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759586,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759587,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,...
14759588,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759589,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759590,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,...
14759591,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,...
14759592,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759593,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759594,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759595,F,...,...,...,...,...,042,043,044,...,...,...,...,065,...,...,...,301,...,...,...,834
14759596,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759597,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,...
14759598,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759599,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,...
14759600,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
ROLL-NO,CAT,027,030,034,037,041,042,043,044,048,054,055,064,065,066,083,241,301,802,806,812,834
14759601,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759602,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759603,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759604,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759605,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759606,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759607,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759608,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759609,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759610,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759611,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,...
14759612,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,...
14759613,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759614,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759615,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759616,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759617,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759618,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759619,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759620,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
ROLL-NO,CAT,027,030,034,037,041,042,043,044,048,054,055,064,065,066,083,241,301,802,806,812,834
14759621,F,...,...,...,...,041,042,043,...,...,...,...,...,...,...,083,...,301,...,...,...,834
14759622,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759623,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759624,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759625,F,...,...,...,...,041,042,043,...,048,...,...,...,...,...,083,...,301,...,...,...,...
14759626,F,...,030,...,...,041,...,...,...,048,054,055,...,...,...,...,...,301,...,...,...,...
14759627,F,...,030,...,...,041,...,...,...,048,054,055,...,...,...,...,...,301,...,...,...,...
14759628,F,...,030,...,...,041,...,...,...,...,054,055,...,...,...,...,...,301,...,...,...,834
14759629,F,...,030,...,...,041,...,...,...,...,054,055,...,...,...,...,...,301,...,...,...,834
14759630,F,...,030,...,...,041,...,...,...,048,054,055,...,...,...,...,...,301,...,...,...,...
14759631,F,...,030,...,...,041,...,...,...,048,054,055,...,...,...,...,...,301,...,...,...,...
14759632,F,...,030,...,...,041,...,...,...,048,054,055,...,...,...,...,...,301,...,...,...,...
14759633,F,...,030,...,...,041,...,...,...,...,054,055,...,...,...,...,...,301,...,...,...,834
14759634,F,...,030,...,...,041,...,...,...,...,054,055,...,...,...,...,...,301,...,...,...,834
14759635,F,...,030,...,...,041,...,...,...,...,054,055,...,...,...,...,...,301,...,...,...,...
14759636,F,...,030,...,...,041,...,...,...,048,054,055,...,...,...,...,...,301,...,...,...,...
14759637,F,...,030,...,...,041,...,...,...,...,054,055,...,...,...,...,...,301,...,...,...,...
14759638,F,...,030,...,...,041,...,...,...,...,054,055,...,...,...,...,...,301,...,...,...,834
14759639,F,...,030,...,...,041,...,...,...,048,054,055,...,...,...,...,...,301,...,...,...,...
14759640,F,...,030,...,...,041,...,...,...,048,054,055,...,...,...,...,...,301,...,...,...,...
ROLL-NO,CAT,027,030,034,037,041,042,043,044,048,054,055,064,065,066,083,241,301,802,806,812,834
14759641,F,...,030,...,...,041,...,...,...,...,054,055,...,...,...,...,...,301,...,...,...,834
14759642,F,...,030,...,...,041,...,...,...,048,054,055,...,...,...,...,...,301,...,...,...,...
14759643,F,...,030,...,...,041,...,...,...,...,054,055,...,...,...,...,...,301,...,...,...,834
14759644,F,...,030,...,...,...,...,...,...,...,054,055,...,065,...,...,...,301,...,...,...,834
14759645,F,...,030,...,...,...,...,...,...,...,054,055,...,065,...,...,...,301,...,...,...,834
14759646,F,...,030,...,...,...,...,...,...,...,054,055,...,065,...,...,...,301,...,...,...,834
